disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,disasterPageUrl,shapefileUrl,kmzfileUrl,geoJsonUrl,id,hash,lastRefresh
5424,2022-03-04T00:00:00.000Z,1707 ADKINS AVE FIRE,2022-03-04T00:00:00.000Z,2022-04-01T00:00:00.000Z,Fire Management,FL,Florida                       ,Fire,2022-03-07T00:00:00.000Z,2022-12-15T00:00:00.000Z,2022-12-15T00:00:00.000Z,4,0,0,1,1,,2022-03-04T00:00:00.000Z,https://www.fema.gov/disaster/5424,,,,d7b51f21-e8d3-4566-b001-1af6eb1b5715,53a771771f2e00e791d548e9df2cc54fe4d58b85,2025-03-11T19:21:45.366Z
4643,2022-02-27T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES",2021-12-31T00:00:00.000Z,2022-01-02T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm,2022-02-28T00:00:00.000Z,2022-02-28T00:00:00.000Z,,4,0,0,1,1,,2022-02-04T00:00:00.000Z,https://www.fema.gov/disaster/4643,https://gis.fema.gov/maps/dec_4643.zip,https://gis.fema.gov/maps/dec_4643.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4643%27,72361f48-a05e-49f7-8ae2-6ed4e923c9db,8ec9dbd947dee31f9838b33244096354cb47b58c,2025-03-11T19:21:45.366Z
4642,2022-02-23T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",2021-12-15T00:00:00.000Z,2021-12-15T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Severe Storm,2022-02-23T00:00:00.000Z,2022-02-23T00:00:00.000Z,,7,0,0,1,1,,2022-02-02T00:00:00.000Z,https://www.fema.gov/disaster/4642,https://gis.fema.gov/maps/dec_4642.zip,https://gis.fema.gov/maps/dec_4642.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4642%27,dddd31b4-ab36-44e7-a496-3965baaca9bb,fd0fc30a5a964f6e11cc3dc995fc1c64ca1c48f6,2025-03-11T19:21:45.366Z
4641,2022-02-23T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES ",2021-12-15T00:00:00.000Z,2021-12-15T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Severe Storm,2022-02-23T00:00:00.000Z,2022-02-23T00:00:00.000Z,,7,0,0,1,1,,2022-02-10T00:00:00.000Z,https://www.fema.gov/disaster/4641,https://gis.fema.gov/maps/dec_4641.zip,https://gis.fema.gov/maps/dec_4641.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4641%27,90172b45-2980-4181-898e-61564e77c319,f2c5a3773319fd9a2010487ad4cfd0ca7961b4bf,2025-03-11T19:21:45.366Z
4640,2022-02-17T00:00:00.000Z,SEVERE STORMS AND STRAIGHT LINE WINDS,2021-12-15T00:00:00.000Z,2021-12-15T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm,2022-02-18T00:00:00.000Z,2022-02-18T00:00:00.000Z,,7,0,0,1,1,,2022-01-25T00:00:00.000Z,https://www.fema.gov/disaster/4640,https://gis.fema.gov/maps/dec_4640.zip,https://gis.fema.gov/maps/dec_4640.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4640%27,18799bc1-5679-4d85-af3e-e5a659658c2b,d8952ba10250a3d2c2182e02a335b222f334a8ab,2025-03-11T19:21:45.366Z
4639,2022-02-15T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND LANDSLIDES",2021-12-05T00:00:00.000Z,2021-12-10T00:00:00.000Z,Major Disaster,HI,Hawaii                        ,Severe Storm,2022-02-15T00:00:00.000Z,2022-02-15T00:00:00.000Z,,9,0,0,1,1,,2022-01-12T00:00:00.000Z,https://www.fema.gov/disaster/4639,https://gis.fema.gov/maps/dec_4639.zip,https://gis.fema.gov/maps/dec_4639.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4639%27,35372894-5b9f-4afc-8d03-6c33e69fee42,dbff225a80f2a60afe566f7b38a9852cda20ffa9,2025-03-11T19:21:45.366Z
4638,2022-01-15T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2021-10-29T00:00:00.000Z,2021-11-01T00:00:00.000Z,Major Disaster,AK,Alaska                        ,Severe Storm,2022-01-15T00:00:00.000Z,2022-01-15T00:00:00.000Z,,10,0,0,1,1,,2021-12-28T00:00:00.000Z,https://www.fema.gov/disaster/4638,https://gis.fema.gov/maps/dec_4638.zip,https://gis.fema.gov/maps/dec_4638.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4638%27,ca5b0ace-6dca-40c6-bcf7-446aeec0b17a,7a1237da4c242db360f07c7d3f6a61e6355026d4,2025-03-11T19:21:45.366Z
4637,2022-01-14T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Tornado,2022-01-15T00:00:00.000Z,2022-01-15T00:00:00.000Z,,4,1,0,1,1,,2021-12-28T00:00:00.000Z,https://www.fema.gov/disaster/4637,https://gis.fema.gov/maps/dec_4637.zip,https://gis.fema.gov/maps/dec_4637.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4637%27,ed3d5415-bcbc-4b7d-ae39-f07c66adb169,2774190a99781370442d0d15b3b9d6378b51f4f1,2025-03-11T19:21:45.366Z
4636,2022-01-10T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",2021-12-10T00:00:00.000Z,2021-12-10T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Severe Storm,2022-01-11T00:00:00.000Z,2022-01-11T00:00:00.000Z,,7,0,0,1,1,,2021-12-28T00:00:00.000Z,https://www.fema.gov/disaster/4636,https://gis.fema.gov/maps/dec_4636.zip,https://gis.fema.gov/maps/dec_4636.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4636%27,7f12bd78-3e5a-4c8d-b76c-48f78efe0e0f,863470359120a994797537e81710d80be6049ce6,2025-03-11T19:21:45.366Z
4635,2022-01-05T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2021-11-05T00:00:00.000Z,2021-12-02T00:00:00.000Z,Major Disaster,WA,Washington                    ,Flood,2022-01-06T00:00:00.000Z,2022-01-28T00:00:00.000Z,,10,1,0,1,1,,2021-12-17T00:00:00.000Z,https://www.fema.gov/disaster/4635,https://gis.fema.gov/maps/dec_4635.zip,https://gis.fema.gov/maps/dec_4635.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4635%27,e96737e4-eda6-4cd0-9340-50744b3490cf,9ace14fd3a5a14dd3c935abf6754fbd46cc8cdf0,2025-03-11T19:21:45.366Z
4634,2021-12-31T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2022-01-01T00:00:00.000Z,2022-01-14T00:00:00.000Z,,8,1,0,1,1,,2021-12-31T00:00:00.000Z,https://www.fema.gov/disaster/4634,https://gis.fema.gov/maps/dec_4634.zip,https://gis.fema.gov/maps/dec_4634.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4634%27,3657b019-5297-435c-bb03-a7e5f25cfd21,2dc34556cf0f2788a383016fe16dc618aab9293e,2025-03-11T19:21:45.366Z
5423,2021-12-30T00:00:00.000Z,MARSHALL FIRE,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2021-12-31T00:00:00.000Z,2023-11-28T00:00:00.000Z,,8,0,0,1,1,,2021-12-30T00:00:00.000Z,https://www.fema.gov/disaster/5423,,,,a20bdd42-7107-4372-bab8-bdb1519d42ee,4aa18a1258de647ed0fa6ede2d3012fdb91aac7d,2025-03-11T19:21:45.366Z
4633,2021-12-23T00:00:00.000Z,SEVERE STORMS AND TORNADOES,2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Tornado,2021-12-24T00:00:00.000Z,2021-12-24T00:00:00.000Z,,6,1,0,0,1,,2021-12-20T00:00:00.000Z,https://www.fema.gov/disaster/4633,https://gis.fema.gov/maps/dec_4633.zip,https://gis.fema.gov/maps/dec_4633.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4633%27,8ac7d9e4-f69a-463a-acbc-73556ab05574,a0fe85ad9d26d233e78d94c54ee623cfc72c131d,2025-03-11T19:21:45.366Z
4631,2021-12-21T00:00:00.000Z,WILDFIRES,2021-07-12T00:00:00.000Z,2021-08-08T00:00:00.000Z,Major Disaster,WA,Washington                    ,Fire,2021-12-21T00:00:00.000Z,2021-12-21T00:00:00.000Z,,10,0,0,1,1,,2021-11-23T00:00:00.000Z,https://www.fema.gov/disaster/4631,https://gis.fema.gov/maps/dec_4631.zip,https://gis.fema.gov/maps/dec_4631.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4631%27,626c6ef7-fca7-42a4-a2e3-6b29cc70194a,3f3340ec4b6b3d4ba81cb26102ef2ae14b430f0a,2025-03-11T19:21:45.366Z
4632,2021-12-21T00:00:00.000Z,SEVERE STORMS AND FLOODING ,2021-10-06T00:00:00.000Z,2021-10-07T00:00:00.000Z,Major Disaster,AL,Alabama                       ,Severe Storm,2021-12-21T00:00:00.000Z,2021-12-21T00:00:00.000Z,,4,1,0,0,1,,2021-11-19T00:00:00.000Z,https://www.fema.gov/disaster/4632,https://gis.fema.gov/maps/dec_4632.zip,https://gis.fema.gov/maps/dec_4632.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4632%27,1b94a323-5cd9-4d48-ac52-bd2a48349f1e,698ab9299438ee64f1b7abc73ccd6d50b958fc77,2025-03-11T19:21:45.366Z
5422,2021-12-15T00:00:00.000Z,NORTH 207 FIRE,2021-12-15T00:00:00.000Z,2021-12-19T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,2021-12-17T00:00:00.000Z,2022-01-14T00:00:00.000Z,,6,0,0,1,1,,2021-12-15T00:00:00.000Z,https://www.fema.gov/disaster/5422,,,,2fb6890b-582c-4110-ae7d-b99b3889b758,443a157979981f72d31f476f84c25f10244d2d3b,2025-03-11T19:21:45.366Z
5421,2021-12-15T00:00:00.000Z,COBB FIRE,2021-12-15T00:00:00.000Z,2021-12-22T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,2021-12-17T00:00:00.000Z,2023-11-28T00:00:00.000Z,,6,0,0,1,1,,2021-12-15T00:00:00.000Z,https://www.fema.gov/disaster/5421,,,,ba987c69-8d3f-4b90-b4a4-27c2872e77f6,61099f1f2cdbfc1b69c737756d8ab0f8a4c81fbe,2025-03-11T19:21:45.366Z
3577,2021-12-13T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",2021-12-10T00:00:00.000Z,2021-12-10T00:00:00.000Z,Emergency,IL,Illinois                      ,Tornado,2021-12-14T00:00:00.000Z,2024-08-21T00:00:00.000Z,2024-08-21T00:00:00.000Z,5,0,0,1,0,,2021-12-13T00:00:00.000Z,https://www.fema.gov/disaster/3577,https://gis.fema.gov/maps/em_3577.zip,https://gis.fema.gov/maps/em_3577.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3577%27,709e7af5-7b51-42b5-8161-ba084cbef973,efb54a5310259fe0a5fd2c7febdfd2ed25f20886,2025-03-11T19:21:45.366Z
3576,2021-12-13T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,Emergency,TN,Tennessee                     ,Tornado,2021-12-14T00:00:00.000Z,2022-11-07T00:00:00.000Z,2022-03-16T00:00:00.000Z,4,0,0,1,0,,2021-12-13T00:00:00.000Z,https://www.fema.gov/disaster/3576,https://gis.fema.gov/maps/em_3576.zip,https://gis.fema.gov/maps/em_3576.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3576%27,fd2fcbb2-1096-45b4-ad6a-8557f0527e03,627652b19545ee3275130335bf7e0113d6df7d97,2025-03-11T19:21:45.366Z
4630,2021-12-12T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Tornado,2021-12-13T00:00:00.000Z,2022-01-06T00:00:00.000Z,,4,1,0,1,1,,2021-12-12T00:00:00.000Z,https://www.fema.gov/disaster/4630,https://gis.fema.gov/maps/dec_4630.zip,https://gis.fema.gov/maps/dec_4630.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4630%27,65d45afd-549e-4bad-be29-9acb03088641,416e48d5699f3cc7a8cf4479cf5c7e0709b50724,2025-03-11T19:21:45.366Z
3575,2021-12-11T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND TORNADOES",2021-12-10T00:00:00.000Z,2021-12-11T00:00:00.000Z,Emergency,KY,Kentucky                      ,Tornado,2021-12-12T00:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-16T00:00:00.000Z,4,0,0,1,0,,2021-12-11T00:00:00.000Z,https://www.fema.gov/disaster/3575,https://gis.fema.gov/maps/em_3575.zip,https://gis.fema.gov/maps/em_3575.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3575%27,92eef89b-d859-4acd-8548-1229419465ea,1337df08ff0f345ef64b0597c99d0bca455c5cde,2025-03-11T19:21:45.366Z
5420,2021-12-10T00:00:00.000Z,COUNTY LINE FIRE,2021-12-10T00:00:00.000Z,2021-12-12T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,2021-12-13T00:00:00.000Z,2022-01-14T00:00:00.000Z,,6,0,0,1,1,,2021-12-10T00:00:00.000Z,https://www.fema.gov/disaster/5420,,,,bd0f5dd7-df46-46ca-9c6b-8f5a91130711,ad59cf6287e7c30d014a463c35b0b4f94450a650,2025-03-11T19:21:45.366Z
4629,2021-10-30T00:00:00.000Z,REMNANTS OF HURRICANE IDA,2021-09-01T00:00:00.000Z,2021-09-02T00:00:00.000Z,Major Disaster,CT,Connecticut                   ,Hurricane,2021-10-30T00:00:00.000Z,2021-10-30T00:00:00.000Z,,1,1,0,1,1,,2021-10-22T00:00:00.000Z,https://www.fema.gov/disaster/4629,https://gis.fema.gov/maps/dec_4629.zip,https://gis.fema.gov/maps/dec_4629.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4629%27,ddee2d13-5359-40cb-b2c1-fce4796e5fff,67a5767719bec90f42f29574de1626934ef13557,2025-03-11T19:21:45.366Z
4628,2021-10-26T00:00:00.000Z,"FLOODING, LANDSLIDES, AND MUDSLIDES",2021-08-30T00:00:00.000Z,2021-08-31T00:00:00.000Z,Major Disaster,VA,Virginia                      ,Flood,2021-10-26T00:00:00.000Z,2021-10-26T00:00:00.000Z,,3,0,0,1,1,,2021-09-30T00:00:00.000Z,https://www.fema.gov/disaster/4628,https://gis.fema.gov/maps/dec_4628.zip,https://gis.fema.gov/maps/dec_4628.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4628%27,0796c4d1-f6e4-4b41-9f32-00652ad6de94,be0ffaf5387cb4f1a6a4bfd5ba182cf78820bac7,2025-03-11T19:21:45.366Z
4627,2021-10-24T00:00:00.000Z,REMNANTS OF HURRICANE IDA,2021-09-01T00:00:00.000Z,2021-09-07T00:00:00.000Z,Major Disaster,DE,Delaware                      ,Hurricane,2021-10-25T00:00:00.000Z,2021-10-25T00:00:00.000Z,,3,0,0,1,1,,2021-10-17T00:00:00.000Z,https://www.fema.gov/disaster/4627,https://gis.fema.gov/maps/dec_4627.zip,https://gis.fema.gov/maps/dec_4627.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4627%27,6864c7fc-e67b-4b01-a589-89a81b0e77a4,f34641cc35ffb178ea6af762f8630177eff0a11f,2025-03-11T19:21:45.366Z
4626,2021-10-22T00:00:00.000Z,HURRICANE IDA,2021-08-28T00:00:00.000Z,2021-09-01T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Hurricane,2021-10-23T00:00:00.000Z,2021-10-23T00:00:00.000Z,,4,1,0,1,1,,2021-09-29T00:00:00.000Z,https://www.fema.gov/disaster/4626,https://gis.fema.gov/maps/dec_4626.zip,https://gis.fema.gov/maps/dec_4626.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4626%27,eab73994-d818-4a1b-a751-88ede1dc04af,4fc91603126fc94d2f548d42f2d4bbb4d3e6ccb8,2025-03-11T19:21:45.366Z
5419,2021-10-13T00:00:00.000Z,ALISAL FIRE,2021-10-12T00:00:00.000Z,2021-11-17T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2021-10-13T00:00:00.000Z,2021-12-16T00:00:00.000Z,,9,0,0,1,1,,2021-10-12T00:00:00.000Z,https://www.fema.gov/disaster/5419,,,,d089861a-e02a-40f1-8daf-cb68ea01c606,601d6fb4ae945e063b23bac9d8de776bd74c37f7,2025-03-11T19:21:45.366Z
4625,2021-10-08T00:00:00.000Z,REMNANTS OF TROPICAL STORM FRED,2021-08-18T00:00:00.000Z,2021-08-19T00:00:00.000Z,Major Disaster,NY,New York                      ,Hurricane,2021-10-08T00:00:00.000Z,2021-10-08T00:00:00.000Z,,2,0,0,1,1,,2021-09-17T00:00:00.000Z,https://www.fema.gov/disaster/4625,https://gis.fema.gov/maps/dec_4625.zip,https://gis.fema.gov/maps/dec_4625.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4625%27,87bc71c6-e4f4-4c78-b4cf-bfff6e8d1942,ca78223f6de5336a24582c458e8252c5a5fe7757,2025-03-11T19:21:45.366Z
5418,2021-10-04T00:00:00.000Z,AUBURN FIRE,2021-10-04T00:00:00.000Z,2021-10-10T00:00:00.000Z,Fire Management,SD,South Dakota                  ,Fire,2021-10-06T00:00:00.000Z,2021-10-19T00:00:00.000Z,,8,0,0,1,1,,2021-10-04T00:00:00.000Z,https://www.fema.gov/disaster/5418,,,,e28210db-b05f-48e7-a632-e2973d496cbe,276c3676252ddfe7d9ed71e9740666018dfc2aad,2025-03-11T19:21:45.366Z
4624,2021-10-04T00:00:00.000Z,SEVERE STORM AND FLOODING,2021-07-29T00:00:00.000Z,2021-08-02T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Flood,2021-10-04T00:00:00.000Z,2021-12-27T00:00:00.000Z,,1,0,0,1,1,,2021-09-20T00:00:00.000Z,https://www.fema.gov/disaster/4624,https://gis.fema.gov/maps/dec_4624.zip,https://gis.fema.gov/maps/dec_4624.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4624%27,4c679101-cff5-43ac-bc3d-9ac914398527,cfa67de71a309d13791d36b8844e95bde7c2c472,2025-03-11T19:21:45.366Z
4623,2021-09-30T00:00:00.000Z,RICHARD SPRING FIRE,2021-08-08T00:00:00.000Z,2021-08-20T00:00:00.000Z,Major Disaster,MT,Montana                       ,Fire,2021-09-30T00:00:00.000Z,2021-10-29T00:00:00.000Z,,8,0,0,1,1,,2021-09-17T00:00:00.000Z,https://www.fema.gov/disaster/4623,https://gis.fema.gov/maps/dec_4623.zip,https://gis.fema.gov/maps/dec_4623.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4623%27,ef8264b5-aca7-4d9a-8ecc-c9a966bf03d7,452be32c4378cf04f3bbf7b0f97a3c2b2885f51c,2025-03-11T19:21:45.366Z
4622,2021-09-30T00:00:00.000Z,SEVERE STORM AND FLOODING,2021-07-17T00:00:00.000Z,2021-07-19T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Severe Storm,2021-09-30T00:00:00.000Z,2021-09-30T00:00:00.000Z,,1,0,0,1,1,,2021-09-11T00:00:00.000Z,https://www.fema.gov/disaster/4622,https://gis.fema.gov/maps/dec_4622.zip,https://gis.fema.gov/maps/dec_4622.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4622%27,42c41800-a069-41a0-ba31-658d4632f843,4156d0aec6e28f1da3bc625aaae3b36428ac6134,2025-03-11T19:21:45.366Z
4621,2021-09-29T00:00:00.000Z,SEVERE STORM AND FLOODING,2021-07-29T00:00:00.000Z,2021-07-30T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Flood,2021-09-29T00:00:00.000Z,2021-09-29T00:00:00.000Z,,1,0,0,1,1,,2021-09-13T00:00:00.000Z,https://www.fema.gov/disaster/4621,https://gis.fema.gov/maps/dec_4621.zip,https://gis.fema.gov/maps/dec_4621.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4621%27,27b18038-8d00-43df-b49e-b8f0b9195472,f1a655934092bb5034e3703542b3a5bfe717cb66,2025-03-11T19:21:45.366Z
5417,2021-09-23T00:00:00.000Z,FAWN FIRE,2021-09-23T00:00:00.000Z,2021-09-28T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2021-09-25T00:00:00.000Z,2021-12-16T00:00:00.000Z,,9,0,0,1,1,,2021-09-23T00:00:00.000Z,https://www.fema.gov/disaster/5417,,,,16f09a12-c3d9-45c0-8084-21a4c46b5195,c416e9bfb341c2cf368541b022e3fae27aa95cd2,2025-03-11T19:21:45.366Z
3574,2021-09-13T00:00:00.000Z,TROPICAL STORM NICHOLAS,2021-09-12T00:00:00.000Z,2021-09-18T00:00:00.000Z,Emergency,LA,Louisiana                     ,Coastal Storm,2021-09-14T00:00:00.000Z,2023-09-21T00:00:00.000Z,2023-09-14T00:00:00.000Z,6,0,0,1,0,,2021-09-13T00:00:00.000Z,https://www.fema.gov/disaster/3574,https://gis.fema.gov/maps/em_3574.zip,https://gis.fema.gov/maps/em_3574.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3574%27,74926f09-b034-40a4-94df-b247f8af1c1f,dcc9c896ae15e9ffacd4902ce7cc63f454611937,2025-03-11T19:21:45.366Z
