disasterNumber,applicantId,state,applicantName,addressLine1,addressLine2,city,zipCode,hash,lastRefresh,id
1818,107-23230-00,Kentucky,EARLINGTON,103 West Main Strret,,Earlington,42110-0000,d1ae5e86fe29ab8b4cfec0327b6bf116a73a7d0b,2025-07-20T15:03:00.489Z,21cb2395-7c70-4ebe-81c1-b224045d4ad1
1971,123-19336-00,Alabama,DADEVILLE,216 South Broadnax Street,,Dadeville,36853-0000,9f889fddf8c07525d04532d5e785a1cef1d17059,2025-07-20T15:03:00.489Z,a1d57d1d-8b3e-472f-8c1e-f315cb0e3ce6
4017,049-99049-00,Puerto Rico,CULEBRA (MUNICIPIO),"Pedro Marquez St., Dewey neighborhood",,Culebra,00775-0000,e665123ac81ff520c9333b9f90239b0113c1765f,2025-07-20T15:03:00.489Z,46e9a42b-6b71-41b8-b7fe-391ff242e11c
4022,019-16150-00,Vermont,COVENTRY (TOWN OF),168 Main Street,,Coventry,05825-0000,fb03713da10fa092a74387ad966124bb45279cae,2025-07-20T15:03:00.489Z,b061b262-5a43-402c-bb02-97fd521a83a4
4069,017-61708-00,Minnesota,SPLIT ROCK (TOWNSHIP OF),7210 Highway 27,,Sturgeon,55783-0000,7ae97eb730f1b9586c6bd9045a944f93856a0010,2025-07-20T15:03:00.489Z,c0ca3e2e-fabd-464f-8180-4dc64c186c44
1971,065-99065-00,Alabama,HALE (COUNTY),998 Church Street,,Greensboro,36744-0000,a49a034bd10037a375697c46aec87bf1ddc4951d,2025-07-20T15:03:00.489Z,aee2f2c9-9f5b-4506-9328-6b3666c8242b
4021,013-40890-00,New Jersey,LIVINGSTON (TOWNSHIP OF),357 So. Livingston Ave,,Livingston,07039-0000,51151f1ec195c20b4d2767831e5f69814076372f,2025-07-20T15:03:00.489Z,bb7bf76f-0ad7-4662-b3b4-280d57dd87b7
1859,000-UQZSH-00,American Samoa,LBJ TROPICAL MEDICAL CENTER,LBJ,,Fagatogo,96799-0000,60a735e12bc274eb068958a776d405a4e2ede6a3,2025-07-20T15:03:00.489Z,4f4e419e-f297-4252-ab92-292217651de5
4021,027-61890-00,New Jersey,RANDOLPH (TOWNSHIP OF),502 Millbrook Avenue,,Randolph,07869-0000,5bd9cb543ba9694076a92ba766a367e7c0cd7071,2025-07-20T15:03:00.489Z,963fcc9a-6973-43cb-8a91-348d38f44cf3
4091,037-99037-00,Maryland,ST. MARY'S (COUNTY),23090 Leonard Hall Drive ,,Leonardtown ,20650-0000,3049c87601d936f425086ef49e7eba0cd742b662,2025-07-20T15:03:00.489Z,f6f1f8ab-0069-4a5a-a950-67085a9ace4a
4264,005-99005-00,New Jersey,BURLINGTON (COUNTY),49 Rancocas Road,,Mt. Holly,08060-1317,80f33542ef9bb90b9e80cd283dba9c60f4e85ff9,2025-07-20T15:03:00.489Z,70cad6f7-87e1-4879-87b3-b7641d452822
4251,071-99071-00,Alabama,JACKSON (COUNTY),102 E Laurel St,,Scottboro,35768-0000,5488cff99aaf41b5a43716b3b5f5932e8262d1de,2025-07-20T15:03:00.489Z,771c09a4-7792-4093-b761-7cf765185ee5
4091,000-UJW38-03,Maryland,MARYLAND TRANSPORTATION AUTHORITY,"2310 Broening Highway, Suite 150",,Baltimore,21224-0000,e8725ac3e2d0d0e33c7304c44e5b0268c4f939c7,2025-07-20T15:03:00.489Z,0cd36e92-7889-4133-9716-d6584debcd2c
4287,095-10450-00,Kansas,CANTON (TOWNSHIP OF),13565 SE 90th Ave,,Spivey,67142-0000,7743ed257925d74f6184aa30eeab954a36a2c533,2025-07-20T15:03:00.489Z,05a098ca-f455-4996-9b89-fc2e67c2ccb8
4247,013-99013-00,Oklahoma,BRYAN (COUNTY),323 W Beech Street,,Durant,74701-0000,861ef530417c026f680b4f31bf521cceac4beb42,2025-07-20T15:03:00.489Z,fcad6c34-9df9-478f-9138-0f883086d374
4261,025-0232E-00,Maryland,HARFORD COUNTY SHERIFF,45 South Main Street,,Bel Air,21014-0000,74cad9233ede6bdfc56e378e9c63ec31667cab3a,2025-07-20T15:03:00.489Z,687908cd-7e99-4dfa-a452-2f9203f716b1
1539,049-75375-00,Florida,"WAUCHULA, CITY OF",126 S 7TH AVE.,,WAUCHULA,33873-0000,bb24e199ec5b76c7cae51213b35b47ac03b39863,2025-07-20T15:03:00.489Z,9a39a174-06c3-4917-b550-25a5037701bb
1539,105-00105-00,Florida,WEBBER INTERNATIONAL UNIVERSITY, 1201 NORTH SCENIC HIGHWAY,,Babson Park,33827-0000,2b0ab1d50d5011984e37643d860c49e3e77ee6ca,2025-07-20T15:03:00.489Z,61f2115b-d21f-4bec-be0d-599fc9923028
4256,000-UHDF0-00,Oklahoma,"NORTHEAST OKLAHOMA ELECTRIC COOPERATIVE, INC.",27039 S 4440 Rd,,Vinita,74301-0000,49fb9d907273d533ad0218dd3802bc965cd5ffc4,2025-07-20T15:03:00.489Z,4465e17a-7026-40ff-85c3-1f3f6be0e879
1650,007-U0HUF-00,New York,"TOWN OF BINGHAMTON VOL. FIRE CO., INC.",457 PARK AVENUE,,BINGHAMTON,13903-0000,3230865d4d85a53d6eebbefa1075a26319c9c60c,2025-07-20T15:03:00.489Z,3c096d36-5326-4d0c-91e7-e84727628bea
1650,077-040AD-00,New York,MORRIS CENTRAL SCHOOL,65 MAIN ST,,Morris,13808-0000,81291a070de2373206938185768dc39a8f32b426,2025-07-20T15:03:00.489Z,a68562a2-091f-4c5f-9d15-c162755a7982
1650,007-U4RJX-00,New York,OUAQUAGA FIRE CO,2178 RT 79,PO BOX 84,OUAQUAGA,13826-0000,f7bd58d4300dcb6021b8937eb203b79c240be3de,2025-07-20T15:03:00.489Z,e926ef1a-b2c0-47f5-9f0c-2b382d79395e
1763,057-02973-00,Iowa,DES MOINES COUNTY SHERIFF'S OFFICE,512 NORTH MAIN STREET,STE 2,Burlington,52601-0000,062f9333d4a2714cec46858a0ab711927c5e1c7c,2025-07-20T15:03:00.489Z,d1db9f05-8ea7-449f-9350-edb732b1a3be
1561,011-URXBZ-00,Florida,SOUTH BROWARD HOSPITAL DISTRICT,3501 JOHNSON STREET,,HOLLYWOOD,33021-0000,c213c6b6e6c8f588ca74811c958072c8511e5af5,2025-07-20T15:03:00.489Z,7315eeb5-d02e-4e7c-af34-271c79f448f3
1818,107-49368-00,Kentucky,MADISONVILLE,65 North Main Street,,Madisonville,42431-0000,b0631afe4ba78ef4a8fb363e44afcb10ae71d5da,2025-07-20T15:03:00.489Z,8ba6d87c-5388-413b-b398-259ab82fc95c
4091,019-060F8-00,Maryland,LAKES & STRAITS FIRE CO,2103 Farm Creek Road ,,Wingate ,21675-0000,0737a6d65c4649c3c52d298fb5c89b52c995d386,2025-07-20T15:03:00.489Z,846629b9-31d1-4827-b067-51e8bb68a0fc
4256,121-U7LY5-00,Oklahoma,TOWN OF CARLTON LANDING,1210 N West St,,McAlester,74501-0000,f1933ec6891aab1fbac96013fabb483b22a9dd13,2025-07-20T15:03:00.489Z,2e507aac-0a0f-48d3-80b6-753d9b4852ad
4028,023-60330-00,Massachusetts,SCITUATE (TOWN OF),600 Chief Justice Highway,,Scituate,02066-0000,1c247da232570d2da03018c30a4d45a002590133,2025-07-20T15:03:00.489Z,c13f3b8c-60ad-41cf-ba78-293853767b36
4287,095-59400-00,Kansas,RICHLAND (TOWNSHIP OF),4492 SE 100 Street,,Kingman,67068-0000,dd2c30781d0dfbf35d517fda2475a2f3d952cfe1,2025-07-20T15:03:00.489Z,c698c5a0-ec76-4463-8c06-f9a6947d2ea1
4264,007-U1P63-00,New Jersey,CAMDEN COUNTY IMPROVEMENT AUTHORITY,2120 Voorhees Town Center,,Voorhees,08043-1911,68e231810b34456536371a358490556fe269c4e0,2025-07-20T15:03:00.489Z,6a809f2f-3378-46d2-8c67-f7f6626f9c4a
1979,183-31000-00,Tennessee,GREENFIELD,222 N. Front St.,,Greenfield,38230-0000,d7b0e23f7b7237f7834387b6b4c4dfda58a993cb,2025-07-20T15:03:00.489Z,e1c24015-b646-4e50-bce9-3ab9201b3b04
4021,039-U9FQU-00,New Jersey,ROSELLE PARK BOARD OF ED,510 Chestnut Street,,Roselle Park,07204-0000,9f18a9281ccc3e41d358dbfa6367225d73066bdd,2025-07-20T15:03:00.489Z,284f1616-5ea7-4859-92a4-45fbea3795e4
1818,059-07236-00,Kentucky,KNOTTSVILLE FIRE DEPT,9436 State Route 144,,Philpot,42366-0000,1e001e0b07189bf7622f3a53da6b3f9d45980572,2025-07-20T15:03:00.489Z,98d22dc1-659a-46e9-b98e-13813059a3b2
4021,007-UL9ZV-00,New Jersey,CHERRY HILL PUBLIC SCHOOLS,45 Randolo Ter.,,Cherry Hill,08034-0000,0c98a37d5a85cf5dc1c138c68407309811c97d7c,2025-07-20T15:03:00.489Z,b6fd4062-2a21-4503-a545-63dd663a63e7
4021,025-70110-00,New Jersey,SPRING LAKE (SPRING LAKE BEACH),423 Warren Avenue,,Spring Lake,07762-0000,9286d97d4ab4aacc5aec866911c138630f69e3e0,2025-07-20T15:03:00.489Z,e503eeb0-17a0-47f7-99ae-1c881d94f010
1971,049-UJ0WA-00,Alabama,NORTH JACKSON COUNTY WATER AUTHORITY,21700 AL Hwy 117,,Ider,35981-0000,f413bda5188f0ffee649fa6880a06d5e4db17dbe,2025-07-20T15:03:00.489Z,9b6ed19a-0f57-466d-9ef0-b2abb0eef08b
4238,049-UHE1L-00,Missouri,CAMERON SPECIAL ROAD DISTRICT,NE A Hwy,,Cameron,64429-0000,c0783fe95627451cec2b60b7e359782ee04c83ff,2025-07-20T15:03:00.489Z,9aba32fe-069b-43c4-a85d-6363b890f898
1561,007-68525-00,Florida,"STARKE, CITY OF",209 N THOMPSON,,STARKE,32091-0000,a455e78c9b2d9ffa433dcedec69f3d522c401e55,2025-07-20T15:03:00.489Z,9659419e-2bf8-4215-b963-c441ec5c6023
1539,103-18575-00,Florida,"DUNEDIN, CITY OF",1042 VIRGINIA STREET,,DUNEDIN,34698-0000,6a657d5356c3e6cfb0e2f31014a2c28f3f5199dc,2025-07-20T15:03:00.489Z,55b7180d-6d3f-4ec7-aa0c-5b6b50664617
1763,129-UF4MS-00,Iowa,MISSOURI RIVER DRAINAGE DISTRICT,20813 KELTING AVENUE,C/O MERRILL SARGENT,PACIFIC JUNCTION,51561-0000,429fab0c27f03c24a8b56d6b0ab9c1141f4bb278,2025-07-20T15:03:00.489Z,c8539495-9802-4d7b-86f4-8fd0ea02a76f
1545,085-UT0PE-00,Florida,"HIBISCUS CHILDREN'S CENTER, INC",2400 N.E. DIXIE HIGHWAY,,JENSEN BEACH,34957-0000,5acf4e6a7df972e8fccc21dca99c72da722ed56f,2025-07-20T15:03:00.489Z,63025e86-f929-417b-8099-addd43582b43
1561,099-U3Z9L-00,Florida,"JEFF INDUSTRIES, INC.",113 EAST COAST AVENUE ,,HYPOLUXO,33462-0000,0212d9beb68fb065dbb838413bd072e68e8a9b5e,2025-07-20T15:03:00.489Z,277c3967-77a2-4a0d-aedd-6bf758c09860
1650,095-17651-00,New York,CONESVILLE (TOWN OF),700 POTTER MOUNTAIN ROAD,,GILBOA,12076-0000,dc73906cdf325fa2e16a34d4bb9a9833b7b637c2,2025-07-20T15:03:00.489Z,95af80a0-fdcc-496c-9ad1-fc36478a697b
1561,103-U96WA-00,Florida,"ST. MICHAEL'S HOUSING, INC.",2285 STATE ROAD 580,,CLEARWATER,34623-0000,a4453b9499d40960bbac6eb42fbfad07a1c0a59b,2025-07-20T15:03:00.489Z,e173b10c-9820-486c-874f-38bc5b396426
4022,023-50275-00,Vermont,NORTHFIELD (TOWN OF),51 South Main Street,,Northfield,05663-0000,2284017e13fa018564c589ec5e805220ee58c339,2025-07-20T15:03:00.489Z,9f67b902-92ee-4e32-8fe2-6adb384cd59b
4026,003-11780-00,New Hampshire,CHATHAM (TOWN OF),1688 Main Road,,Chatham,03813-0000,d753f0ebf3a673e75ec7cbf474fa0c130c681076,2025-07-20T15:03:00.489Z,33d0ad1b-4a1a-4921-9b35-5125c586729e
4021,011-76070-00,New Jersey,VINELAND,"640 East Wood Street , P.O. Box 1508",,Vineland,08362-1508,8f5e92bd3bc814300ba108af7b2b2cedf6bd5bf9,2025-07-20T15:03:00.489Z,30c7117a-e08e-4e85-81ee-7eba4d460b39
1818,007-83064-00,Kentucky,WICKLIFFE,321 Court Street,,Wickliffe,42087-0000,f8c8a858e3bf77ec06bd97d502ac37616545d328,2025-07-20T15:03:00.489Z,b8bb5eda-a55f-43a9-a3ce-499b5bd45288
4562,039-U64H3-00,Oregon,LANE COUNTY SCHOOL DISTRICT 52,4640 Barger Dr,,Eugene,97402-0000,b22e021d65baf5d7226839e18409439bd9640dc9,2025-07-20T15:03:00.489Z,377879db-f0c2-440d-8c6f-f4400063ec8f
1971,015-38272-00,Alabama,JACKSONVILLE,"506 Chinabee Avenue, SE",,Jacksonville,36265-0000,98f3b464d66634364b0808dd43d09766476c3e31,2025-07-20T15:03:00.489Z,39e87dd1-42eb-4bc8-938b-b2ff4ff13c92
4021,021-UHERJ-00,New Jersey,HAMILTON TOWNSHIP FIRE DISTRICT 5,61 Ruskin Avenue,,Hamilton ,08610-0000,075d1d596dccd5cb8792825e6ed3e5d9e8c47978,2025-07-20T15:03:00.489Z,44ad3ac9-4e88-4b51-94bb-145ecdcf87ef
4021,039-48510-00,New Jersey,MOUNTAINSIDE,1385 Rt. 22,,Mountainside Borough,07092-0000,49fc7dcb134ea53d49d017fe4fa6839c683bd9d6,2025-07-20T15:03:00.489Z,f2928817-f8e9-41d2-928a-74a171a2483d
1539,049-U8HHF-00,Florida,"PEACE RIVER REFUGE & RANCH, INC",2545 STONER LANE,,ZOLFO SPRINGS,33890-0000,4fa7a2be92adff3ac20c7b0ec5cc311cdaef2ba9,2025-07-20T15:03:00.489Z,4afc7377-aa79-4c62-bb89-60b71e22b896
1545,055-07176-00,Florida,HIGHLANDS COUNTY SHERIFF'S OFFICE,434 FERNLEAF AVENUE,,SEBRING,33825-0000,ae5d1b9f75f8bb819c345e35ea656505bea87fb2,2025-07-20T15:03:00.489Z,038887dc-7032-491b-ad6a-4d776f63af7a
1561,055-166E7-00,Florida,HIGHLANDS COUNTY SCHOOL BOARD,426 SCHOOL STREET,,Sebring,33870-0000,658b1d794e4e3c1cc2f65494683556c70ad2ff59,2025-07-20T15:03:00.489Z,a5acf27f-1abb-40df-b100-fe55ecccc579
1659,017-06270-00,New Mexico,"BAYARD, CITY OF",800 CENTRAL AVENUE,,BAYARD,88023-0000,82db6af9d6c62823fae9a65893b6e41ff6d10761,2025-07-20T15:03:00.489Z,ac533b9f-2465-4bdf-90d6-1d8dfbe7f959
1974,099-000F9-00,Tennessee,LAWRENCEBURG POWER SYSTEM,1609 Locust Avenue,,Lawrenceburg,38464-0000,1c18a22090ed57bb7fe465b161d4845385392f7f,2025-07-20T15:03:00.489Z,8c094d9e-ad5d-4fdf-8de6-1031c35760fe
4021,013-46380-00,New Jersey,MILLBURN (TOWNSHIP OF),435 Essex Street,,Millburn,07041-0000,ab29574297d4288d114be56a141ed37644e2f2f9,2025-07-20T15:03:00.489Z,8c01e121-e8c6-4110-9089-254f9e518e49
4026,009-74740-00,New Hampshire,SUGAR HILL (TOWN OF),1411 Route 117,,Town of Sugar Hill,03586-0000,df9a444c19cd6e3405f884f1e1107a41ce2fcec0,2025-07-20T15:03:00.489Z,69513c84-a09b-42a1-9029-f5f1bd0d5bcf
4028,023-28285-00,Massachusetts,HANOVER (TOWN OF),550 Hanover St.,,Hanover,02339-0000,d23ac3b35d9281ec09fd2bfc9d6101d63afcd70b,2025-07-20T15:03:00.489Z,e10e2e87-bcd2-4c7e-a713-b24bef844830
1946,093-99093-00,Puerto Rico,MARICAO (MUNICIPIO),#5 Ruiz Belvis ,,Maricao,00606-0000,c47419653a233bd87efc1ff62959df16706d8965,2025-07-20T15:03:00.489Z,321cc9bb-3348-4cb8-9259-635bb6eb7d9d
4028,001-U8RU0-00,Massachusetts,WEST BARNSTABLE FIRE DISTRICT,2160 Meetinghouse Way,,West Barnstable,02668-0000,f58dab19f8422980e80e60938790b944bda41a97,2025-07-20T15:03:00.489Z,a6ff993b-431e-4935-a41f-84ae1fc6a21e
4021,003-72480-00,New Jersey,TETERBORO,510 RT 46 West,,Teterboro,07608-0000,474d40c0c7b1f04e63d5e05eba65c2a0a845d877,2025-07-20T15:03:00.489Z,8b7295a6-39b2-4109-8b27-a519693bd438
1979,183-21540-00,Tennessee,DRESDEN,117 W. Main St.,,Dresden,38225-0000,ed6f5e29df1c0aaba4d8b26171d240bbd4abe05a,2025-07-20T15:03:00.489Z,22ac1288-5305-4a87-926e-64664cfd8379
4256,063-35400-00,Oklahoma,HOLDENVILLE,100 N Creek,,Holdenville,74848-0000,f20858acc791a61108e30e32f348f2d26b7345f7,2025-07-20T15:03:00.489Z,e891c740-af05-44f3-b9b4-cc59732070e6
4287,035-02300-00,Kansas,ARKANSAS CITY,118 W. Central Ave.,,Arkansas City,67005-0000,a57f829c6040edad5aef60a09a35bef54ab6e7e8,2025-07-20T15:03:00.489Z,dd517715-a5e2-4755-8882-78864dfe7720
4250,145-UJTCT-00,Missouri,STELLA SPECIAL ROAD DISTRICT,18649 Tiger Rd.,,Stella,64867-0000,8b11e20f543f2532b4e4557eb3e1e14e39c4bcda,2025-07-20T15:03:00.489Z,348698d5-ea35-4a1c-8ac5-58688ffc4e1d
1763,095-UT83U-00,Iowa,IOWA COUNTY SECONDARY ROADS,400 EAST PINE STREET,,MARENGO,52301-0000,436b94e207d6f81f3cd33c2705744ace6cc4634a,2025-07-20T15:03:00.489Z,7e855ac8-a121-4486-a3bf-7017009009b0
1539,075-06F2A-00,Florida,LEVY COUNTY SHERIFF'S OFFICE,9150 NE 80TH AVE,,BRONSON,32621-0000,aac5d6e982c8805674cadace41e8785453116a22,2025-07-20T15:03:00.489Z,d1c9fd42-75ef-420a-ad01-bd32ed24cd34
1539,127-40065-00,Florida,LEMON BLUFF WATER ASSOCIATION,721 LEMON BLUFF ROAD,,OSTEEN,32764-0000,021fbb4744babd2c539895591c1f5ab44b3f6cd3,2025-07-20T15:03:00.489Z,8bbf5746-c0b6-45e1-a89c-a0b66cb04ca4
1602,086-20650-00,Florida,"EL PORTAL, VILLAGE OF",500 NE 87TH STREET,,EL PORTAL,33138-0000,9590ae9206c039a87ad6a98700fd95dc3e2d4845,2025-07-20T15:03:00.489Z,0aef3b0f-8412-4876-b1a2-8423f3b72b07
1763,105-87240-00,Iowa,"WYOMING,  CITY OF",141 WEST MAIN STREET,,WYOMING,52362-0000,e26a6edd46dc307eeea39255485a0ed8152a29d4,2025-07-20T15:03:00.489Z,7fefc269-3560-45f5-a687-abb094707746
4022,003-63550-00,Vermont,SHAFTSBURY (TOWN OF),61 Buck Hill Road,,Shaftsbury,05262-0000,0bf279f6fb93bb9425299627b068a0abe8509122,2025-07-20T15:03:00.489Z,65866cf2-26d5-4659-a8f9-f95fd9cb3f44
4031,025-UL9GR-00,New York,DELHI JOINT FIRE DISTRICT/DELHI FIRE DEPARTMENT,140 Delview Terrace Extension,,Delhi,13753-0000,f41c41f08d1707ae0a17615c95b2243e42568594,2025-07-20T15:03:00.489Z,be530915-59c3-4b43-ae48-92247c40606d
4124,113-99113-00,Arkansas,POLK (COUNTY),507 Church Avenue,,Mena,71953-0000,61a16d2b5ad29efb1a0c9dead2c046b5320f0945,2025-07-20T15:03:00.489Z,b8d85270-0975-461d-9740-f75ec71db949
4021,027-23910-00,New Jersey,FLORHAM PARK,111 Ridgedale Avenue,,Florham Park,07932-0000,432b2b9a82f1ca75871662d19f29843c50be1625,2025-07-20T15:03:00.489Z,f5087546-83d5-4cc5-9489-5453792779df
4251,051-48712-00,Alabama,MILLBROOK,3390 Mian Street,,Millbrook,36054-0000,4a249093e3f56ec96ac1c6ce236d76c2520e28db,2025-07-20T15:03:00.489Z,359da926-518b-4873-8aa5-c7c7c2412728
1545,011-28450-00,Florida,"HALLANDALE BEACH, CITY OF",400 S. FEDERAL HIGHWAY,,HALLANDALE BEACH,33009-0000,cea3421efb26e0705729e128d8f585cc7982b851,2025-07-20T15:03:00.489Z,780ce449-dc31-43cf-be5e-006ee0d0f212
1971,083-UF1A4-00,Alabama,LIMESTONE COUNTY ASSOC. OF VOLUNTEER FIRE DEPT.,10709 Lucas Ferry Rd,,Athens,35611-0000,6f73042c58bbdb545802ba5065d446c852abe739,2025-07-20T15:03:00.489Z,0b60e2af-77c7-4c3a-8dcb-6da8b2a86084
1792,000-UOTNB-00,Louisiana,UNIVERSITY OF LOUISIANA LAFAYETTE,310 E. Lewis St.,,Lafayette,70504-0000,552a54c49101c71098203cc446695ea1f1e6af5d,2025-07-20T15:03:00.489Z,1f6bdde8-ada8-40aa-8a7d-a87fd42ff682
4183,000-UPEOK-00,Nebraska,CEDAR-KNOX PUBLIC POWER DISTRICT,56272 West Highway 84,,Hartington,68739-0000,caaa45cb44e4391fe740d99b560e094ec9a89dff,2025-07-20T15:03:00.489Z,57d92324-0d37-4595-9fb4-b8083fa5a70d
1545,057-71000-00,Florida,"TAMPA, CITY OF","306 E. JACKSON ST., 4N",,TAMPA,33602-0000,3620b1f7b91692abadc45af7433cea8222dbc3c6,2025-07-20T15:03:00.489Z,08c17b0e-e628-4725-a6cf-a2d95ef75bb7
1246,000-92003,Louisiana,LA DEPT OF TRANSP & DEVELOPMENT,"1201 CAPITAL ACCESS RD - BATON ROUGE, LA",,,70802,9bcdfa7671facd08fdd03b75a659158e92ec48e8,2025-07-20T15:03:00.489Z,53af530b-d18c-428f-b5bc-27214cef976e
4021,017-UQ7SI-00,New Jersey,HUDSON COUNTY SCHOOLS OF TECHNOLOGY,8511 Tomelle Avenue,,North Bergen,07047-0000,4e83caabb3d4e1a665f989c1b2ef1b6d8215e14f,2025-07-20T15:03:00.489Z,04ecbcc9-e734-44b9-ba4a-70972010a746
1971,043-UF6N8-00,Alabama,CULLMAN COUNTY SWCD CAMP MEADOWBROOK,2344 County Road 747,,Cullman,35058-0000,7b455acdf5ef83e9c9f1accbd4ae74a3b9b317df,2025-07-20T15:03:00.489Z,7a382f13-e00c-4107-b008-b80f4a51ccb7
4021,003-80270-00,New Jersey,WESTWOOD,101 Washington Ave.  ,,Westwood,07675-0000,587e11e40d9e32c0148ea43ea61758376ba594bf,2025-07-20T15:03:00.489Z,6c6ec829-7e57-43a6-9d29-920c347b5453
1545,097-URSZ6-00,Florida,GOOD SAMARITAN VILLAGE @ KISSIMMEE,1550 ALDERSGATE DRIVE,,KISSIMMEE,34746-0000,a04d14f2f32a85845da1e53fbf0713debb69b804,2025-07-20T15:03:00.489Z,801df79a-a5c9-46c2-a4bd-1ff873839cf5
1247,085-00000,Puerto Rico,LAS PIEDRAS MUNICIPIO,JOSE CELSO BARBOSA ST. ROAD #198 KM.22.0,,,00771,d955c0e9ee7f4af38c9e0c420aa3895bd0ea5e43,2025-07-20T15:03:00.489Z,0017e953-0287-47df-aeb3-b6ad73fffaef
1251,031-66400,Mississippi,"SEMINARY, CITY OF","203 NORTH OAK AVE, PO BOX 295, SEMINARY,MS",,,39479,d93408424feefca96f8b81a954ac9da86d4c0289,2025-07-20T15:03:00.489Z,e474de29-f42f-46b5-96f8-d51883e04bd7
1247,000-92145,Puerto Rico,OFFICE OF THE COMISSIONER FOR MUNICIPAL AFFAIRS,"255 PONCE DE LEON, SAN JUAN (BOX 70167)",,,009360162,9c0caae705334093f36c73aa14cf3d4468393d07,2025-07-20T15:03:00.489Z,be75c834-38d6-4f4b-93ca-a9d32e0ffa3d
1249,131-00000,Florida,WALTON COUNTY,"103 MONTGOMERY CIR, DEFUNIAK SPGS, FL",,,32435,dd82f1e6c26aede8527350696ddf399d10ae0875,2025-07-20T15:03:00.489Z,fc19e08b-dcac-4110-b8b9-f3d7b6b891f7
1251,045-78200,Mississippi,WAVELAND CITY OF,"301 COLEMAN AVE, WAVELAND, MS",,,39576,cea28e1ea1299ccd91b118e7c6959b536ff7af26,2025-07-20T15:03:00.489Z,b90b38b6-88f5-4936-a12c-6a997c27001e
4021,025-06970-00,New Jersey,BRADLEY BEACH,701 Main Street,,Bradley Beach,07720-0000,2f86a6285fe41baf14c5fc9cab5453bf3bec0a46,2025-07-20T15:03:00.489Z,ad8b15e1-00a9-427a-ba1e-51ef9ed1dbd8
4021,037-65700-00,New Jersey,SANDYSTON (TOWNSHIP OF),133 Route 645,,Sandyston,07826-0000,7a764d2dd67385114a244f4e8bf5102e05a91149,2025-07-20T15:03:00.489Z,bb0c66cd-3b51-4962-92af-5f61b347033b
4021,003-02346-00,New Jersey,BOROUGH OF ENGLEWOOD CLIFFS,482 Hudson Terrace,,Englewood Cliffs,07632-0000,92756b462ca32f67572983bf1d52c8fdeddb778f,2025-07-20T15:03:00.489Z,44c669a3-52f8-42f3-8b4c-253b711efab8
1818,111-UAFH4-00,Kentucky,ANCHORAGE FIRE & EMS,1400 Evergreen Road,,Anchorage,40223-0000,95afbee5fbef9c733e35b0a2c8da5665bdcc82fa,2025-07-20T15:03:00.489Z,5c3c6623-9726-40bc-806e-fa2cc0468c4d
1247,105-90000,Puerto Rico,ACADEMIA SANTA TERESITA DE NARANJITO,"CARR. 152, KM 3.9, BARRIO CEDRO ARRIBA",,,00719,7ffafbdb40493e47632f2945bdd5ac3858ba6a7a,2025-07-20T15:03:00.489Z,f87b929e-220b-45a8-bd7a-c14a233138a3
1249,133-00000,Florida,WASHINGTON COUNTY,"711 3RD STREET, CHIPLEY, FL",,,32428,aa3d993280b22f9fb76cc35f261254ebec0d9a15,2025-07-20T15:03:00.489Z,bd50c73b-9378-47fb-80f9-fa5b4115f19f
1249,087-92100,Florida,UTILITY BOARD - CITY OF KEY WEST,"1001 JAMES ST, KEY WEST, FL",,,330400000,5a2de0837057e417e2fcd06d9e12c6d8afd722f6,2025-07-20T15:03:00.489Z,6b88093b-03f3-4bb3-8afb-b2d759a2fcdd
1249,087-92101,Florida,MONROE COUNTY MOSQUITO CONTROL DISTRICT,"5224 COLLEGE RD, KEY WEST, FL",,,33040,4552f5ec5713f181bf67d6f11a4b6dadfbf856d1,2025-07-20T15:03:00.489Z,d70434e0-af2a-4f38-8383-45ba09538102
1247,061-90000,Puerto Rico,"EDUCATIONAL ENTERPRISES OF PR, INC. (ROSA-BELL)","CALLE OVIEDO #42, TORRIMAR, GUAYNABO",,,00966,dd5bd6f128b4f6be62ecd4e818e0ef0e3657faab,2025-07-20T15:03:00.489Z,459ed011-456b-40b3-882f-c2916d3cca66
1247,021-00000,Puerto Rico,BAYAMON MUNICIPIO,PO BOX 1588,,,00960,f2fff5ad1959bed3602c60f93dc3718f7bec59cb,2025-07-20T15:03:00.489Z,9dcc5a13-bae7-4742-bbbe-7ad81ef2196a
1251,045-92010,Mississippi,HANCOCK COUNTY SCHOOL DISTRICT,"17304 HIGHWAY 603, KILN, MS",,,395560000,4f6b7c123becb330867d55e7f0582825be84a00a,2025-07-20T15:03:00.489Z,01291e25-06ed-4e1a-8937-9ae3d815f089
4091,041-UFGI2-00,Maryland,TALBOT COUNTY HEALTH DEPARTMENT,100 South Hanson Street ,,Easton ,21601-0000,bd24dde473d680d3feb1907421c578c8798cf5a5,2025-07-20T15:03:00.489Z,8761e269-be46-469c-8099-45fd7af7e30d
4146,115-99115-00,North Carolina,MADISON (COUNTY),348 MEDICAL PARK DR.,,MARSHALL,28753-0000,b031fe453b90b12171be9d1f47b4194c53bbd81f,2025-07-20T15:03:00.489Z,36f9c63c-9d0a-4be8-898d-1e4566ae3bab
4155,093-62155-00,South Dakota,SUMMERSET CITY,12150 Siouxland,,Summerset,57718-0000,60849f65a934ba6978c01bc212b543be62f58a9f,2025-07-20T15:03:00.489Z,2a20438b-1251-4c00-a256-54db95025bac
