disasterNumber,state,county,city,zipCode,validRegistrations,averageFemaInspectedDamage,totalInspected,totalDamage,noFemaInspectedDamage,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,id
1439,TX,Kleberg (County),DRISCOLL,78351,1,4592.72,1,4592.72,0,1,0,0,0,1,5858.72,4592.72,1266.0,0.0,0,1,0,0,1f08cd40-fbef-4011-ab58-6dd470516398
1439,TX,Kleberg (County),KINGSVILLE,78363,101,2356.29,87,237985.56,2,84,1,0,0,81,239282.24,182009.34,38568.0,18704.9,55,25,1,0,d51f85ce-ad8a-4df5-84f0-1b7f066f0ffe
1439,TX,Kleberg (County),RIVIERA,78379,2,5519.42,2,11038.84,0,2,0,0,0,2,10892.25,7549.91,2172.0,1170.34,0,2,0,0,3c9ee8c0-7aad-43eb-aad7-d66a50268024
1439,TX,Liberty (County),AMES,77575,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,c4eee97a-37e1-48f5-bd45-0f7b0b365221
1439,TX,Liberty (County),BATSON,77519,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,3d8ed39a-57ab-4700-9bde-3a4596658f9b
1439,TX,Liberty (County),CLEVELAND,77327,37,3400.54,36,125820.06,3,31,2,0,0,32,135300.49,87594.41,35348.0,12358.08,12,19,1,0,6900b39f-54df-4b95-9ea8-6fbae85d4968
1439,TX,Liberty (County),CLEVELAND,77328,20,2894.13,19,57882.64,2,17,0,0,0,16,72180.41,38051.74,19416.0,14712.67,5,11,0,0,8691c01d-ecd1-4b02-a532-04b26afdce3c
1439,TX,Liberty (County),DAISETTA,77533,7,1850.53,7,12953.74,0,7,0,0,0,7,23137.42,11456.38,10962.0,719.04,5,2,0,0,c54ec633-90f6-46b4-ba2b-d826522587fd
1439,TX,Liberty (County),DAYTON,77535,57,3434.14,51,195745.71,7,40,4,0,0,41,172168.97,91326.8,34844.0,45998.17,17,20,4,0,ef4dc9b7-6dad-417e-9715-a5a5230682e2
1439,TX,Liberty (County),HARDIN,77561,7,2710.93,6,18976.52,0,6,0,0,0,6,22741.62,15855.98,5890.0,995.64,3,3,0,0,481f5f88-ff30-4032-9c3a-462648cc1dff
1439,TX,Liberty (County),HULL,77564,33,3509.84,31,115824.84,1,27,3,0,0,29,131239.59,76747.38,33374.0,21118.21,11,16,2,0,b52ba96b-892f-4d6d-9846-33e38e8587ad
1439,TX,Liberty (County),LIBERTY,77575,29,4411.7,25,127939.23,0,23,0,2,0,24,90347.61,46824.41,31924.0,11599.2,14,8,2,0,2eca3fca-6c14-4b46-997b-cb007c232b64
1439,TX,Liberty (County),POINTBLANK,77364,1,4662.13,1,4662.13,0,1,0,0,0,1,5818.13,4662.13,1156.0,0.0,0,1,0,0,f4c95ed6-d9c5-4a37-bb7e-7bcbe50b11d7
1439,TX,Liberty (County),RAYWOOD,77582,4,3999.66,3,15998.62,0,2,1,0,0,3,11808.88,5550.23,1156.0,5102.65,2,0,1,0,577ec9f0-ea51-4eb7-aea9-5410ad55d250
1439,TX,Liberty (County),ROMAYOR,77368,6,2620.88,6,15725.25,0,6,0,0,0,5,16931.6,12199.76,4144.0,587.84,3,2,0,0,b0904d4d-1f8d-4e35-86c4-7ef0fc13fcd8
1439,TX,Liberty (County),RYE,77369,9,3082.68,9,27744.16,0,8,1,0,0,9,33665.49,18939.43,8202.0,6524.06,4,5,0,0,1ee0eb71-4ee2-43f8-915d-94ec8952c620
1439,TX,Liberty (County),SPLENDORA,77372,2,1643.0,2,3285.99,0,2,0,0,0,2,3835.99,2133.06,0.0,1702.93,2,0,0,0,31e6b1fe-223e-45ed-850c-efebdab9f16d
1439,TX,Montgomery (County),CLEVELAND,77238,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1de1f599-16ae-4967-96f4-8b7f34464645
1439,TX,Montgomery (County),CLEVELAND,77328,3,5091.85,3,15275.55,0,3,0,0,0,3,17306.53,10592.19,3578.0,3136.34,0,3,0,0,826e2193-0b90-4a92-a23e-ed00715e8352
1439,TX,Montgomery (County),CONROE,77301,13,2313.99,11,30081.86,0,11,0,0,0,10,41009.99,23624.34,12260.0,5125.65,3,7,0,0,6b59a3d5-4362-4a2b-84ab-3851c6cf0a8c
1439,TX,Montgomery (County),CONROE,77302,31,8800.05,29,272801.4,0,17,12,0,0,26,137444.27,58284.36,44534.0,33619.6,12,11,3,0,2ad95c1d-e489-43dd-926d-240b1f487653
1439,TX,Montgomery (County),CONROE,77303,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,754baf8a-af07-4cd5-be8f-a36984a186ad
1439,TX,Montgomery (County),CONROE,77304,22,10603.62,22,233279.68,0,10,10,2,0,21,98395.54,45297.01,28208.0,24890.53,11,6,4,0,b6ec13d6-2769-4211-a6d3-5b3b68894ca2
1439,TX,Montgomery (County),CONROE,77306,17,4905.78,17,83398.32,1,15,1,0,0,16,85041.56,48654.94,19306.0,17080.62,5,10,1,0,86b7d3a5-0232-4c35-8f0c-e475b94f2e87
1439,TX,Montgomery (County),CONROE,77385,13,8977.44,12,116706.71,0,7,4,1,0,12,70420.8,36966.89,22016.0,11437.91,4,7,1,0,d220c94a-5281-41fd-a9b4-9fbc2947d47e
1439,TX,Montgomery (County),MAGNOLIA,77354,2,2615.94,2,5231.87,0,2,0,0,0,1,7277.86,2612.37,2084.0,2581.49,0,1,0,0,779f02eb-7ed9-4191-9a64-c4cb6725863e
1439,TX,Montgomery (County),MONTGOMERY,77316,3,4526.63,2,13579.89,0,2,0,0,0,2,12326.67,8189.49,2312.0,1825.18,0,2,0,0,1c8cc251-add0-4ba1-b1f0-a02d0f76924a
1439,TX,Montgomery (County),MONTGOMERY,77356,15,9929.47,15,148942.04,0,10,3,1,1,13,84482.79,48529.17,16840.0,19113.62,3,7,3,0,04e13006-6b48-495f-804b-0d5f84c279b0
1439,TX,Montgomery (County),NEW CANEY,77357,5,3817.71,4,19088.53,0,4,0,0,0,4,19447.2,12212.12,4144.0,3091.08,2,1,1,0,575e1956-43d8-473a-9ab5-016c97087c86
1439,TX,Montgomery (County),NEW WAVERLY,77358,1,4683.96,1,4683.96,0,1,0,0,0,1,7084.0,5000.0,2084.0,0.0,0,1,0,0,8e3c8fa5-9150-4090-8eee-9927189ca04f
1439,TX,Montgomery (County),PORTER,77365,16,10630.5,16,170087.98,1,8,6,1,0,15,97095.02,57222.93,21052.0,18820.09,4,9,2,0,79e32e96-3b31-4eb4-a47a-a208e8c9be2f
1439,TX,Montgomery (County),SPLENDORA,77372,10,6106.83,10,61068.26,0,8,2,0,0,10,62164.76,29077.87,12118.0,20968.89,4,4,2,0,64208bdc-4882-4c5f-8858-8dcbeb0b4ec8
1439,TX,Montgomery (County),SPRING,77380,1,2942.85,1,2942.85,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,971c7714-bbf5-4f19-950d-ea05da6a09b3
1439,TX,Montgomery (County),WILLIS,77318,3,9737.57,2,29212.72,0,0,2,0,0,2,10821.49,5000.0,3240.0,2581.49,1,0,1,0,1abfb382-23ee-4edf-b265-38f63e6c7e9b
1439,TX,Montgomery (County),WILLIS,77356,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,adc0a8e2-3bf9-40e8-8d3e-383cd6bea8dc
1439,TX,Montgomery (County),WILLIS,77378,31,3281.2,30,101717.35,1,26,3,0,0,25,118934.35,60281.07,38046.0,20607.28,11,10,4,0,3fe30c45-47a1-4c44-aca7-e0a756d708f3
1439,TX,Nueces (County),AGUA DULCE,78330,22,1666.93,19,36672.47,2,16,1,0,0,13,25201.8,18607.75,4418.0,2176.05,11,2,0,0,f2a2a422-46b3-43e3-97ad-d9ebb5f5aa7d
1439,TX,Nueces (County),BANQUETE,78339,24,2199.82,22,52795.79,3,18,1,0,0,17,58407.61,36245.59,4918.0,17244.02,10,6,1,0,b99fb2e2-a7d1-4a5b-9cd2-595d964ca2e7
1439,TX,Nueces (County),BISHOP,78343,41,1688.38,35,69223.66,5,30,0,0,0,26,67456.88,34724.18,10078.0,22654.7,19,6,1,0,25549bd9-bdba-4e34-abbf-3f15aae2cda1
1439,TX,Nueces (County),CORPUS CHRISTI,78401,47,1168.48,38,54918.41,3,35,0,0,0,32,58507.77,37958.31,3976.0,16573.46,26,6,0,0,21437213-f747-45c1-88ac-fdcfc1fde0bc
1439,TX,Nueces (County),CORPUS CHRISTI,78402,5,2534.4,5,12671.98,2,2,1,0,0,4,13221.98,5446.46,0.0,7775.52,3,0,1,0,9d38d56e-b2e7-47a3-ade4-ad1e9aec01c5
1439,TX,Nueces (County),CORPUS CHRISTI,78403,2,67.28,1,134.56,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,6101fe93-2311-4550-82f2-6ea888d0695d
1439,TX,Nueces (County),CORPUS CHRISTI,78404,207,1473.29,171,304971.68,15,154,2,0,0,137,330156.85,195370.94,68585.0,66200.91,105,30,2,0,fc426668-a9d0-4aea-a94c-f269077485ec
1439,TX,Nueces (County),CORPUS CHRISTI,78405,574,1246.01,463,715209.08,36,419,8,0,0,372,776713.1,405522.62,150767.4,220423.08,310,55,7,0,6605b2e5-3e7c-4d06-9c04-bf113f27fac3
1439,TX,Nueces (County),CORPUS CHRISTI,78406,29,1805.58,26,52361.81,1,25,0,0,0,22,52466.35,30633.49,7964.0,13868.86,17,5,0,0,4c7bc01a-a417-435b-b440-95d85f0a65d9
1439,TX,Nueces (County),CORPUS CHRISTI,78407,129,1830.03,106,236074.28,10,94,2,0,0,85,251479.01,137365.85,42874.0,71239.16,60,20,5,0,fe63b91d-ed63-4bcb-b4dc-3b2cbd18ea0a
1439,TX,Nueces (County),CORPUS CHRISTI,78408,590,1670.84,450,985798.49,63,373,12,1,1,333,793794.83,393236.99,146290.0,254267.84,261,59,13,0,a9ba0971-378d-4046-855f-1f9dfb4d74b1
1439,TX,Nueces (County),CORPUS CHRISTI,78409,46,2792.15,44,128439.07,0,43,1,0,0,37,92446.92,52199.9,8650.0,31597.02,26,11,0,0,29c157eb-5a96-4111-babb-4dd3842ad963
1439,TX,Nueces (County),CORPUS CHRISTI,78410,165,1363.91,144,225044.47,19,123,2,0,0,98,220148.45,124830.01,41804.0,53514.44,78,17,3,0,a6af43c3-ff5a-443e-99bc-cfb91cdd5938
1439,TX,Nueces (County),CORPUS CHRISTI,78411,182,1113.26,141,202612.79,21,118,2,0,0,97,189370.5,115275.42,23948.0,50147.08,81,14,2,0,eb677207-972c-4c9c-b2aa-cc831f3b8521
1439,TX,Nueces (County),CORPUS CHRISTI,78412,162,1640.57,115,265772.51,15,99,0,0,1,87,159492.39,98058.02,22163.0,39271.37,70,17,0,0,20ea5ae3-7ea2-461d-bb3c-a8918379b28d
1439,TX,Nueces (County),CORPUS CHRISTI,78413,79,1150.59,55,90896.44,11,44,0,0,0,37,87238.56,61623.51,21198.0,4417.05,27,10,0,0,311b1588-f8f2-4a37-9830-87e4f8af1702
1439,TX,Nueces (County),CORPUS CHRISTI,78414,27,339.79,21,9174.4,7,14,0,0,0,12,14084.43,1933.39,930.0,11221.04,12,0,0,0,758dd538-5425-4628-acf9-7253cc4f2b89
1439,TX,Nueces (County),CORPUS CHRISTI,78415,511,1140.87,404,582984.68,74,327,2,1,0,263,546233.58,348616.48,70985.0,126632.1,206,54,3,0,84b12311-283f-4af2-9b40-ebe36784b23d
1439,TX,Nueces (County),CORPUS CHRISTI,78416,451,1494.76,359,674137.02,30,327,2,0,0,292,723387.83,442620.67,147743.0,133024.16,218,68,6,0,e8c5b5f8-8c47-4db1-b0db-008e5611e2d3
1439,TX,Nueces (County),CORPUS CHRISTI,78417,81,1188.14,62,96239.14,10,51,1,0,0,41,99902.81,55291.28,11330.0,33281.53,30,9,2,0,991a4026-50ee-489d-85e1-7f9f8b779097
1439,TX,Nueces (County),CORPUS CHRISTI,78418,84,1653.09,70,138859.19,8,60,2,0,0,50,98565.48,68818.8,8255.0,21491.68,41,7,2,0,daa4243d-5150-48a1-b464-6357a00db76c
1439,TX,Nueces (County),CORPUS CHRISTI,78419,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,54e20443-5ba6-43a7-ac3f-7d1a99897eb0
1439,TX,Nueces (County),CORPUS CHRISTI,78465,1,276.43,1,276.43,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,a43d7c55-eb35-4c9c-85c6-289c1b6b6b06
1439,TX,Nueces (County),CORPUS CHRISTI,78467,1,687.08,1,687.08,0,1,0,0,0,1,687.08,687.08,0.0,0.0,1,0,0,0,aaeec8d0-390c-40b6-9828-79658e568fc2
1439,TX,Nueces (County),CORPUS CHRISTI,78469,2,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,af1a740e-16a3-489d-bff9-d8f4f1de1209
1439,TX,Nueces (County),CORPUS CHRISTI,78478,1,50.0,1,50.0,0,1,0,0,0,1,5000.0,0.0,0.0,5000.0,1,0,0,0,6141f0f0-f567-4b90-a288-1f714623f3c6
1439,TX,Nueces (County),CORPUS CHRISTI,78480,1,2142.08,1,2142.08,0,1,0,0,0,1,2142.08,2142.08,0.0,0.0,1,0,0,0,964b10b5-3ce0-4dcd-9143-0aceceeecedb
1439,TX,Nueces (County),DRISCOLL,78351,30,3791.09,27,113732.63,1,24,1,0,1,25,79695.57,51978.41,7208.0,20509.16,19,5,1,0,66b4c982-2edf-41cf-964f-151f11fbf3fe
1439,TX,Nueces (County),lCORPUS CHRISTI,78408,1,3815.4,1,3815.4,0,1,0,0,0,1,4992.34,3822.0,0.0,1170.34,0,1,0,0,183443fd-e508-4f19-868a-4c55db4e2b16
1439,TX,Nueces (County),PORT ARANSAS,78373,6,1542.42,5,9254.51,1,4,0,0,0,4,7835.4,3202.77,2116.0,2516.63,4,0,0,0,7998dec1-0a0d-4eb0-98a1-9ec2c64fa492
1439,TX,Nueces (County),ROBSTOWN,78380,741,1746.43,669,1294105.78,104,557,3,2,3,522,1188394.01,717729.8,122525.0,348139.21,407,101,14,0,79818810-7f4c-49ce-9b90-66c1fcfcdee7
1439,TX,Nueces (County),ROBSTOWN,78405,1,778.74,1,778.74,0,1,0,0,0,1,6203.72,515.89,930.0,4757.83,0,1,0,0,cf20c196-1955-42bd-adf7-786af380fa48
1439,TX,Nueces (County),SANDIA,78383,4,3583.27,4,14333.07,0,4,0,0,0,4,19876.92,8045.12,1395.0,10436.8,1,3,0,0,4c4edbad-98c9-4bc8-bf03-5774781f22da
1439,TX,Orange (County),BRIDGE CITY,77611,30,5024.39,30,150731.58,1,25,4,0,0,25,88914.94,61662.1,12648.0,14604.84,14,10,1,0,48e0cf08-b05f-4696-bd2d-e9785a505a95
1439,TX,Orange (County),MAURICEVILLE,77626,6,700.86,6,4205.13,1,5,0,0,0,5,6063.13,3563.8,1858.0,641.33,5,0,0,0,6dca460c-cac7-4b3b-8262-532ccfaaa815
1439,TX,Orange (County),ORANGE,77630,110,3957.43,97,435317.1,11,67,16,3,0,72,264267.9,144500.63,39256.0,80296.27,44,18,10,0,9e0be9cf-b1f0-494a-8245-884edb055e2d
1439,TX,Orange (County),ORANGE,77632,35,6755.94,33,236457.9,0,24,7,2,0,30,89452.32,57660.01,17826.0,13966.31,20,8,2,0,6167e337-7080-45ac-b6f3-c786494118f9
1439,TX,Orange (County),ORANGEFIELD,77639,1,2598.96,1,2598.96,0,1,0,0,0,1,3171.21,2333.21,838.0,0.0,1,0,0,0,c5f0ce8d-03b4-4ab1-85ad-f47fd7338057
1439,TX,Orange (County),VIDOR,77662,190,5390.09,179,1024117.15,8,135,30,6,0,158,551265.47,343989.62,109110.0,97687.35,90,58,10,0,861b8f14-308c-4e79-b3b7-44deaa4aa305
1439,TX,Orange (County),VIDOR,77670,1,3693.05,1,3693.05,0,1,0,0,0,1,3716.39,2878.39,838.0,0.0,0,1,0,0,9fc88ced-2a2c-4b82-9ccd-37190fad6f14
1439,TX,San Jacinto (County),CLEVELAND,77328,8,2902.89,8,23223.08,0,8,0,0,0,8,26977.14,15169.76,3730.0,8077.38,5,3,0,0,f0359ac8-a48c-4a7a-bd8b-48b5c8c7b8ae
1439,TX,San Jacinto (County),COLDSPRING,77331,217,2940.5,206,638089.35,13,185,8,0,0,175,684412.89,375454.1,118406.0,190552.79,88,72,15,0,46358aa3-ced2-46b8-91cb-7d2c19cf2ce0
1439,TX,San Jacinto (County),COLD SPRINGS,77358,1,1123.04,1,1123.04,0,1,0,0,0,1,1627.04,803.04,824.0,0.0,1,0,0,0,d621cfd0-1100-4779-9811-ad62840dd188
1439,TX,San Jacinto (County),EVERGREEN,77327,1,2220.32,1,2220.32,0,1,0,0,0,1,2826.44,1722.44,1104.0,0.0,1,0,0,0,1c052509-7dba-41a3-87d7-524418d9023a
1439,TX,San Jacinto (County),EVERGREEN,77328,1,4013.7,1,4013.7,0,1,0,0,0,1,4013.7,4013.7,0.0,0.0,0,1,0,0,83605a5f-b544-4964-b028-4632fe132ef9
1439,TX,San Jacinto (County),EVERGREEN,77331,1,2180.04,1,2180.04,0,1,0,0,0,1,2878.04,2180.04,698.0,0.0,1,0,0,0,845db541-fd9f-41da-aa54-9a8ce93efa3d
1439,TX,San Jacinto (County),NEW WAVERLY,77358,37,3927.12,36,145303.29,1,33,2,0,0,33,139938.32,75500.7,26958.0,37479.62,12,20,1,0,21e4ad24-746a-45a9-a86d-bf89f40a659f
1439,TX,San Jacinto (County),OAKHURST,77359,17,4102.16,16,69736.66,1,13,1,0,1,13,38922.88,26357.01,7358.0,5207.87,8,4,1,0,36105600-b54f-4872-909b-c5d6eb32741a
1439,TX,San Jacinto (County),POINTBLANK,77364,86,3303.47,82,284098.78,2,75,4,1,0,73,287842.44,161777.18,50272.0,75793.26,39,29,5,0,c24a2530-bd0d-4e5d-b2f2-17fb5a453f3b
1439,TX,San Jacinto (County),SHEPHERD,77371,37,2869.87,35,106185.01,5,27,3,0,0,28,119046.65,69867.53,21219.0,27960.12,12,12,4,0,a8906a34-605b-45a7-877b-bae500b99d52
1439,TX,San Jacinto (County),WILLIS,77378,8,2032.03,8,16256.2,2,6,0,0,0,5,13733.14,10491.73,1648.0,1593.41,3,2,0,0,4371195b-d500-4943-a300-77282dcf29f5
1439,TX,San Patricio (County),ARANSAS PASS,78335,3,2511.41,3,7534.22,0,3,0,0,0,3,9040.74,5008.33,1860.0,2172.41,2,1,0,0,9a101496-3dbc-4c71-83f9-0ca545c791ee
1439,TX,San Patricio (County),ARANSAS PASS,78336,299,2821.03,261,843487.3,14,236,9,2,0,225,767307.27,471790.65,135734.0,159782.62,129,81,15,0,1d33b173-18e0-43fb-bc56-c87e4e9916e4
1439,TX,San Patricio (County),EDROY,78352,19,2640.39,18,50167.33,2,16,0,0,0,12,40991.41,27891.68,6278.0,6821.73,9,3,0,0,535a6dba-f1d8-44c2-92b1-ab4011c2355f
1439,TX,San Patricio (County),GREGORY,78359,86,2331.52,76,200510.5,5,69,2,0,0,68,207741.12,121058.51,38246.0,48436.61,43,22,3,0,2c3c2839-352a-471a-ba9a-0e118bab72d2
1439,TX,San Patricio (County),GREGORY,78395,1,4043.56,1,4043.56,0,1,0,0,0,1,5610.08,1342.4,1910.0,2357.68,0,1,0,0,ea0230d9-bb9f-4ac1-b0d2-f8e63fd8f9a9
1439,TX,San Patricio (County),INGLESIDE,78362,61,2937.7,55,179199.94,2,50,2,1,0,46,154637.35,85260.86,32990.0,36386.49,30,10,6,0,b759caaf-9b03-4b0f-8d87-24e1f5d28c81
1439,TX,San Patricio (County),INGLESIDE ON THE BAY,78362,1,2003.99,1,2003.99,0,1,0,0,0,1,2657.51,1471.51,1186.0,0.0,1,0,0,0,7955f0fb-ccfc-4493-8556-1bc46af6410f
1439,TX,San Patricio (County),MATHIS,78368,86,2321.7,79,199666.23,11,66,1,1,0,65,199742.78,122101.22,32995.0,44646.56,44,16,5,0,74d128b6-edb8-4d1c-8edd-2cebd1445a81
1439,TX,San Patricio (County),ODEM,78370,80,2310.01,70,184800.71,5,65,0,0,0,63,211166.73,134151.56,36052.0,40963.17,34,27,2,0,2304cf12-90d7-4f01-b3cd-3403479295c8
1439,TX,San Patricio (County),PORTLAND,78374,66,2701.95,52,178328.97,3,45,4,0,0,42,137942.54,86236.23,20706.0,31000.31,24,16,2,0,7d9bd367-7bdb-4aaf-94d6-0fc76ce408c7
1439,TX,San Patricio (County),SANDIA,78383,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,ed624fd8-ea90-41a8-bb8f-de1d1cce0f86
1439,TX,San Patricio (County),SAN PATRICIO,78368,1,0.0,1,0.0,1,0,0,0,0,1,930.0,0.0,930.0,0.0,1,0,0,0,7f3a6c78-61f4-483c-89fc-94786198f56b
1439,TX,San Patricio (County),SINTON,78387,206,2482.75,185,511447.18,3,180,2,0,0,173,564651.54,330400.27,106232.0,128019.27,101,65,7,0,16d1d27f-bd75-4a32-85fc-7c65457e108c
1439,TX,San Patricio (County),ST PAUL,78387,1,9144.69,1,9144.69,0,1,0,0,0,1,7736.38,5000.0,1186.0,1550.38,0,1,0,0,c2c6ec68-cc50-4c79-8a7c-0dc230644b44
1439,TX,San Patricio (County),TAFT,78390,387,3062.48,349,1185178.1,11,327,9,0,2,310,1187373.29,747095.57,234206.0,206071.72,148,143,19,0,236167d7-50d1-40e1-90b0-71536feafa23
1439,TX,Walker (County),DODGE,77334,2,1357.39,2,2714.78,0,2,0,0,0,2,4406.78,2714.78,1692.0,0.0,2,0,0,0,d6d7c9dc-5b69-472e-9e55-d2ee741190b6
1439,TX,Walker (County),HUNTSVILLE,77320,38,1709.93,32,64977.44,3,29,0,0,0,26,81566.37,46459.9,25636.0,9470.47,18,7,1,0,14e7b380-f782-4cbb-9dca-9140cafef6ab
1439,TX,Walker (County),HUNTSVILLE,77340,24,1274.32,22,30583.71,3,19,0,0,0,16,41837.46,26151.46,15686.0,0.0,12,4,0,0,2b67ea7c-5e83-4a88-b345-32d5e80014b3
1439,TX,Walker (County),MIDWAY,75852,6,20100.42,6,120602.52,0,0,2,4,0,6,64665.5,30000.0,6516.0,28149.5,0,3,3,0,cb95d664-3dce-4d2f-babd-9be6674d82e4
1439,TX,Walker (County),NEW l/WAVERLY,77358,1,322.91,1,322.91,0,1,0,0,0,1,1774.91,322.91,1452.0,0.0,1,0,0,0,54392a96-1adb-4230-b364-b6dc9a517dbf
1439,TX,Walker (County),NEW WAVERLY,77358,62,1958.98,61,121456.96,7,54,0,0,0,51,156514.44,94387.58,47160.0,14966.86,33,18,0,0,4211d96c-71d4-4695-8c8d-946354f58170
1439,TX,Walker (County),PHELPS,77340,1,1227.56,1,1227.56,0,1,0,0,0,1,2073.56,1227.56,846.0,0.0,1,0,0,0,30c06f23-8709-40a0-a9e6-b39cc23e71a3
1439,TX,Walker (County),TRINITY,75862,5,8760.72,4,43803.6,0,1,3,0,0,4,32745.4,13195.48,4104.0,15445.92,0,3,1,0,3828e07c-ea23-42d3-99c2-a86eb607659a
1440,AK,Denali (Borough),CANTWELL,99729,2,0.0,2,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,3f0dc069-e350-4b09-842c-ae78d18dc567
1440,AK,Denali (Borough),CHISTOCHINA,99586,1,1997.91,1,1997.91,0,1,0,0,0,1,1963.0,1963.0,0.0,0.0,1,0,0,0,ba409815-3557-45f0-9959-5167f3d93571
1440,AK,Denali (Borough),CLAM GULCH,99568,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,cd5c5749-5332-4ff1-ab5d-f58ae0b33049
1440,AK,Denali (Borough),COPPER CENTER,99573,2,525.17,2,1050.33,1,1,0,0,0,1,1050.33,1050.33,0.0,0.0,1,0,0,0,ef8cb015-b53a-4edf-b59c-e0a97bfa76d4
1440,AK,Denali (Borough),DELTA JUNCTION,99737,7,918.24,7,6427.66,2,5,0,0,0,6,13949.51,11277.51,2672.0,0.0,5,1,0,0,108d0f64-e020-482d-93a6-f070c0b88a46
1440,AK,Denali (Borough),DENALI NATIONAL PARK,99755,2,0.0,2,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,b6ecad5f-a991-48bb-82f2-3358dca23cea
1440,AK,Denali (Borough),DOT LAKE,99737,2,349.68,2,699.35,1,1,0,0,0,1,699.35,699.35,0.0,0.0,1,0,0,0,add0716b-4ce7-44d0-a34f-1c3c31152612
1440,AK,Denali (Borough),FAIRBANKS,99709,1,3316.36,1,3316.36,0,1,0,0,0,1,3316.36,3316.36,0.0,0.0,1,0,0,0,0e7c7aa9-556e-418e-9efc-80437b58b139
1440,AK,Denali (Borough),GAKONA,99586,40,1983.88,35,79355.0,4,31,0,0,0,30,62984.34,57414.42,0.0,5569.92,23,7,0,0,ef4fafb9-808b-4b8d-993a-8e286dd9c821
1440,AK,Denali (Borough),GLENNALLEN,99588,6,2907.19,6,17443.12,1,4,1,0,0,5,8671.2,8671.2,0.0,0.0,4,1,0,0,c5626a02-fa60-4246-bf1e-f9f7352498b3
1440,AK,Denali (Borough),HEALY,99743,3,0.0,3,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,aa16468d-aab4-47c4-8d55-b4465d99745e
1440,AK,Denali (Borough),HOMER,99603,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,651c3b79-9e02-4ead-8661-76af2bca9d01
1440,AK,Denali (Borough),MENTASTA,99780,1,2267.56,1,2267.56,0,1,0,0,0,1,1967.26,654.16,0.0,1313.1,1,0,0,0,c02237fd-9715-40a8-832c-14c34286b85f
1440,AK,Denali (Borough),MENTASTA LAKE,99780,10,1822.83,8,18228.3,0,8,0,0,0,7,16080.43,9025.05,0.0,7055.38,6,1,0,0,5e4b72fc-6904-44ee-b918-b4b2576ca7a7
1440,AK,Denali (Borough),MENTASTA LAKE (TOK),99780,1,2139.17,1,2139.17,0,1,0,0,0,1,1189.03,969.25,0.0,219.78,1,0,0,0,0cca87a8-9652-4515-88d8-8379354ebf8d
1440,AK,Denali (Borough),NORTH POLE,99705,3,257.13,3,771.4,0,3,0,0,0,2,690.67,690.67,0.0,0.0,2,0,0,0,30701099-dd20-46be-9bbb-76dd4a75f6c7
1440,AK,Denali (Borough),NORTHWAY,99764,56,1287.16,54,72080.88,5,49,0,0,0,48,71596.59,68776.4,0.0,2820.19,48,0,0,0,f5d7b9a3-a0ad-44ba-b777-d167b430c874
1440,AK,Denali (Borough),PAXSON,99737,1,990.23,1,990.23,0,1,0,0,0,1,197.21,197.21,0.0,0.0,1,0,0,0,77a9acd5-c28a-470f-b181-3275dafdbb61
1440,AK,Denali (Borough),SLANA,99586,18,1684.06,15,30313.02,1,14,0,0,0,14,27617.55,18136.71,2042.0,7438.84,12,2,0,0,bbcb8096-17a8-419c-81d2-e64b8342491d
1440,AK,Denali (Borough),STEVENS VILLAGE,99774,1,0.0,1,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,588f8ac6-05e9-4009-b1f2-0eabd5faba92
1440,AK,Denali (Borough),TANACROSS,99776,4,388.26,4,1553.04,1,3,0,0,0,2,1313.83,1313.83,0.0,0.0,2,0,0,0,3ce0462c-9d4d-4f82-804e-6eff36d60365
